video-name,t-start,t-end,action-label,video-duration,filename,fps,video-frames,temporal-region-label,b-up,b-down,b-left,b-right
WIN_20220531_00_04_38_Pro,18.14,22.54,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,25.33,29.77,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,32.32,36.92,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,39.94,44.18,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,51.4,56.51,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,59.26,64.1,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,67.49,71.83,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,74.82,79.35,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,82.41,87.38,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,90.27,94.67,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,99.88,104.18,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,107.37,111.94,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,115.57,120.34,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,123.26,127.56,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220531_00_04_38_Pro,130.92,135.86,HandLeftRight,138.8,WIN_20220531_00_04_38_Pro.npy,30,4164,Action,7.6,126.2,30.4,205.4
WIN_20220603_21_55_08_Pro,5.32,8.17,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,9.27,12.62,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,15.06,18.57,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,20.65,23.96,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,25.64,29.82,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,32.53,36.28,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,40.86,44.34,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,46.32,49.93,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,51.87,55.96,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,57.9,61.91,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,63.62,67.27,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,71.25,75.74,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,77.04,81.49,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,83.1,87.55,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,89.16,93.34,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
WIN_20220603_21_55_08_Pro,94.28,98.53,HandLeftRight,102.167,WIN_20220603_21_55_08_Pro,30,3065,Action,6,122.6,29.2,204.2
video-1654212438,7.8,10.1,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,10.9,12.9,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,14.17,16.47,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,17.57,19.93,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,20.9,23.2,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,25.33,26.77,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,28.13,29.6,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,30.2,32.23,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,33.03,35,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,37.17,38.83,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212438,39.47,41.3,HandLeftRight,45.533,video-1654212438,30,1366,Action,3.2,117.2,33.6,212
video-1654212533,6.27,8.17,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,8.8,11.03,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,12,13.9,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,16,17.67,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,18.6,20.87,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,21.7,23.73,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,24.63,26.47,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,27.57,29.27,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,30.08,32.7,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,33.63,35.47,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,36.53,38.33,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,39.3,41.43,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,42.43,44.37,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,46.7,48.43,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,49.27,51.3,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,52.3,54.37,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,55.4,57.53,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654212533,58.53,60.77,HandLeftRight,65.433,video-1654212533,30,1963,Action,4.4,116.6,30,218.6
video-1654126006,0.9,3.4,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
video-1654126006,4.2,6.93,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
video-1654126006,7.87,10.4,HandLeftRight,11.633,video-1654126006,30,349,Action,3.2,122.6,12.8,169.4
1654213852136,4.05,7.99,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,8.63,12.91,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,13.78,18.9,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,19.67,23.85,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,24.95,29.93,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,30.74,35.39,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,36.06,41.47,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,42.21,47.33,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,47.96,52.61,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,54.08,59.33,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,60.2,64.79,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,65.36,70.74,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,71.31,75.92,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,76.33,81.34,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,81.74,86.06,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
1654213852136,7.87,10.4,HandLeftRight,88.133,1654213852136,30,2644,Action,6,125,23.6,194.6
video-1654419024,0.1,5.07,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,7.47,12.27,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,14.57,19.93,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,23.03,27.4,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,30.7,34.93,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,37.33,41.83,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,43.97,48.47,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,50.17,54.2,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,56.07,60.33,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,62.97,67.07,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,70.5,74.7,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,76.27,80.93,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,82.8,87.37,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,89.37,93.8,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,96.33,100.67,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,102.7,107.17,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,108.97,113.63,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,115.97,119.5,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,121.1,125.33,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,127.17,131.2,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,132.9,137.2,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,140.7,144.27,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,146.63,150.53,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,153.07,157.27,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,159.8,164.27,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8
video-1654419024,166.8,170.87,HandLeftRight,174.7,video-1654419024,30,5241,Action,11.6,124.4,12.4,183.8